Sales Person,Country,Product,Date,Amount ($),Boxes Shipped
Tomás Ribeiro,United States,Drunk Elephant A-Passioni Retinol Cream 75ml,2022-05-24,20372.27,193
Rodrigo Pereira,Chile,REN Clean Skincare Perfect Canvas Clean Primer 250ml,2020-01-27,4262.4,94
Pedro Sousa,Brazil,CeraVe Moisturising Cream 56.7g,2024-06-01,8517.61,80
João Costa,India,First Aid Beauty KP Bump Eraser Body Scrub 15ml,2021-10-12,6219.01,139
Tomás Almeida,France,Clinique Smart Night Custom-Repair Moisturiser 200ml,2022-03-12,8680.63,187
Joana Costa,China,Sunday Riley Saturn Sulfur Acne Treatment Mask 30g,2024-02-25,7714.7,85
Leonor Rodrigues,Canada,Tatcha The Rice Polish Foaming Enzyme Powder 75ml,2024-06-28,36678.15,433
Maria Correia,Brazil,Sunday Riley Good Genes All-In-One Lactic Acid Treatment 250ml,2021-01-29,5693.42,61
Diogo Neves,Indonesia,COSRX Advanced Snail 96 Mucin Power Essence 30g,2020-08-02,421.2,92
Margarida Oliveira,Sweden,First Aid Beauty KP Bump Eraser Body Scrub 30g,2023-12-25,6866.0,127
Laura Costa,Sweden,Pixi +C VIT Brightening Serum 56.7g,2022-05-11,4612.61,139
Rodrigo Pereira,Japan,Olay Retinol24 Night Moisturizer 30ml,2021-04-28,1260.32,88
João Neves,India,Pixi Retinol Tonic 30g,2021-01-10,31855.82,308
Afonso Vieira,Netherlands,The Ordinary Buffet Multi-Technology Peptide Serum 15ml,2020-06-15,1425.22,41
Miguel Marques,Brazil,Neutrogena Oil-Free Acne Wash 50ml,2024-03-31,3846.02,46
Leonor Jesus,Spain,Paula's Choice RESIST Anti-Aging Clear Skin Hydrator 125ml,2023-06-25,17280.79,353
Ana Vieira,China,Tatcha The Clarifying Clay Mask 20ml,2024-11-29,7971.97,78
Afonso Oliveira,Chile,COSRX AHA/BHA Clarifying Treatment Toner 15ml,2022-04-17,6432.79,212
Catarina Monteiro,Netherlands,Bioderma Atoderm Intensive Baume 340g,2022-07-16,450.65,31
Lucas Rodrigues,Thailand,La Roche-Posay Effaclar Mat Moisturiser 150ml,2023-02-10,13197.88,149
Mariana Martins,Spain,Avène Cleanance Expert Emulsion 75ml,2024-08-09,14018.21,192
Guilherme Costa,Singapore,The Ordinary Natural Moisturising Factors + HA 200ml,2023-10-28,8615.47,120
Inês Cruz,Spain,Tatcha The Water Cream 40ml,2023-08-25,22914.74,317
Ana Ferreira,United States,Tatcha The Water Cream 75ml,2021-03-28,9014.48,431
Diogo Rocha,China,First Aid Beauty Ultra Repair Tinted Moisturizer SPF 30 15ml,2022-08-20,1473.19,117
Afonso Oliveira,Japan,Clinique Smart Night Custom-Repair Moisturiser 60ml,2022-08-24,5224.2,49
Catarina Monteiro,United States,First Aid Beauty Ultra Repair Cream 60ml,2022-10-26,6679.27,80
Sofia Rodrigues,Brazil,Sunday Riley UFO Ultra-Clarifying Face Oil 20ml,2024-02-17,2815.96,28
Afonso Almeida,Brazil,First Aid Beauty KP Bump Eraser Body Scrub 100ml,2021-12-10,3852.41,63
Afonso Neves,Colombia,Drunk Elephant B-Hydra Intensive Hydration Serum 150ml,2023-01-19,6194.49,91
Francisco Fernandes,Colombia,COSRX Advanced Snail 96 Mucin Power Essence 100ml,2024-04-26,2968.72,31
Beatriz Ferreira,Germany,Estée Lauder Nutritious Super-Pomegranate Radiant Energy Eye Jelly 50ml,2024-07-29,696.09,59
Maria Coelho,Germany,CeraVe Healing Ointment 30g,2024-02-14,10831.53,101
Miguel Martins,Italy,Pixi Rose Ceramide Cream 200ml,2023-02-01,264.06,31
João Cardoso,Netherlands,Skinceuticals B5 Gel Hydrating Serum 125ml,2022-12-11,6177.39,73
Catarina Correia,Japan,Estée Lauder DayWear Multi-Protection Anti-Oxidant 24H Moisturizer SPF15 20ml,2020-12-17,3222.3,42
Sofia Gomes,South Korea,First Aid Beauty FAB Skin Lab Resurfacing Liquid 10% AHA 250ml,2021-10-30,5863.53,59
Rafael Gomes,India,Bioderma Sensibio H2O Micellar Water 150ml,2021-07-04,4223.55,54
Carolina Jesus,South Korea,Drunk Elephant A-Passioni Retinol Cream 56.7g,2023-06-16,11005.03,109
Rodrigo Pinto,Spain,Olay Super Serum 5-in-1 30g,2023-03-13,8125.14,287
Miguel Ferreira,Poland,Paula's Choice SKIN RECOVERY Replenishing Moisturizer 20ml,2021-05-21,4463.22,42
Beatriz Marques,Japan,Paula's Choice BOOST 10% Niacinamide Booster 75ml,2021-08-12,1705.94,101
Inês Martins,Netherlands,First Aid Beauty Ultra Repair Tinted Moisturizer SPF 30 200ml,2024-05-14,2147.19,40
Rafael Martins,Colombia,First Aid Beauty FAB Skin Lab Resurfacing Liquid 10% AHA 150ml,2024-01-13,20712.84,187
Rodrigo Coelho,Sweden,Paula's Choice CLINICAL 1% Retinol Treatment 20ml,2024-11-18,14074.28,231
Maria Fernandes,Sweden,Drunk Elephant B-Hydra Intensive Hydration Serum 30g,2023-12-23,5319.13,53
Rodrigo Pereira,Japan,Estée Lauder DayWear Multi-Protection Anti-Oxidant 24H Moisturizer SPF15 30g,2024-05-12,14696.87,316
Gonçalo Almeida,Chile,Murad Oil-Control Mattifier SPF45 15ml,2021-04-10,10832.15,125
Francisco Fernandes,India,Estée Lauder Re-Nutriv Ultimate Lift Age-Correcting Crème 125ml,2022-08-26,6984.1,102
Rafael Pereira,Japan,Murad Retinol Youth Renewal Serum 30ml,2024-04-23,27674.63,283
Martim Ferreira,Spain,Sunday Riley Saturn Sulfur Acne Treatment Mask 60ml,2020-10-24,1004.53,24
Diogo Neves,China,Drunk Elephant T.L.C. Framboos Glycolic Night Serum 56.7g,2023-04-07,5013.49,94
Martim Cardoso,Argentina,Neutrogena Rapid Wrinkle Repair Retinol Cream 340g,2020-12-08,1297.71,17
Afonso Monteiro,Netherlands,REN Clean Skincare Perfect Canvas Clean Primer 340g,2020-04-21,10434.06,108
João Vieira,Japan,REN Clean Skincare Evercalm Global Protection Day Cream 250ml,2021-11-11,13741.76,123
Laura Carvalho,China,Estée Lauder Resilience Lift Firming & Sculpting Eye Cream 100ml,2023-08-15,4768.99,102
Gonçalo Ribeiro,France,First Aid Beauty Pure Skin Face Cleanser 125ml,2021-10-23,2774.95,28
Martim Pinto,Colombia,Paula's Choice SKIN PERFECTING 2% BHA Liquid Exfoliant 15ml,2020-08-04,4485.02,162
Afonso Monteiro,United States,REN Clean Skincare Perfect Canvas Clean Primer 200ml,2024-04-07,8239.61,256
Catarina Neves,Mexico,Avène Cleanance Expert Emulsion 100ml,2024-10-08,2071.02,109
João Martins,Brazil,Olay Eyes Ultimate Eye Cream 30g,2022-08-30,6164.22,133
João Nunes,China,Sunday Riley C.E.O. 15% Vitamin C Brightening Serum 20ml,2023-02-05,2238.05,66
Sara Ferreira,Spain,La Roche-Posay Toleriane Double Repair Moisturiser 200ml,2021-11-27,4853.92,47
Dinis Silva,Japan,Avène PhysioLift Night Smoothing Balm 125ml,2022-02-12,6560.71,113
Francisco Mendes,Thailand,The Ordinary Buffet Multi-Technology Peptide Serum 250ml,2022-04-21,3121.14,124
Diogo Cardoso,Sweden,Olay Retinol24 Night Moisturizer 30ml,2021-02-20,7396.31,124
Laura Fernandes,Poland,REN Clean Skincare Ready Steady Glow Daily AHA Tonic 75ml,2020-11-22,4046.52,47
Laura Ribeiro,Sweden,Avène Hydrance Rich Rehydrating Cream 100ml,2022-02-04,21836.16,186
Matilde Moreira,Japan,Avène Hydrance Rich Rehydrating Cream 150ml,2022-08-16,1781.66,19
Martim Marques,Germany,Estée Lauder Perfectly Clean Multi-Action Foam Cleanser 150ml,2020-09-18,14726.96,142
Tomás Coelho,Japan,The Ordinary Hyaluronic Acid 2% + B5 30ml,2024-07-28,15243.6,362
Dinis Carvalho,Sweden,Clinique Dramatically Different Moisturising Lotion+ 150ml,2020-06-25,333.76,82
Sofia Carvalho,India,First Aid Beauty Ultra Repair Firming Collagen Cream 250ml,2021-04-23,2271.36,45
Clara Monteiro,Canada,La Roche-Posay Toleriane Double Repair Moisturiser 100ml,2021-10-07,10789.29,142
Miguel Martins,United States,First Aid Beauty Ultra Repair Cream 125ml,2023-02-13,3988.13,128
Beatriz Jesus,Spain,Neutrogena Bright Boost Gel Cream 30g,2020-01-22,1100.71,141
Tiago Carvalho,Indonesia,REN Clean Skincare Evercalm Global Protection Day Cream 30g,2023-11-24,3787.28,57
João Nunes,India,Clinique Smart Night Custom-Repair Moisturiser 40ml,2022-02-03,95.55,24
Pedro Cruz,Colombia,Skinceuticals Discoloration Defense Serum 56.7g,2020-05-23,2958.03,167
Lucas Ribeiro,Singapore,CeraVe Renewing SA Cream 340g,2024-12-29,2213.23,116
Maria Ferreira,Spain,Estée Lauder DayWear Multi-Protection Anti-Oxidant 24H Moisturizer SPF15 100ml,2022-05-20,30413.92,538
João Martins,China,The Ordinary Retinol 0.5% in Squalane 15ml,2022-08-26,8848.46,107
Laura Pereira,France,Clinique Moisture Surge 100H Auto-Replenishing Hydrator 30ml,2021-02-19,8189.24,136
Laura Pereira,Mexico,Bioderma Nodé Detox Shampoo 200ml,2023-07-16,1493.66,16
Miguel Martins,Poland,Estée Lauder DayWear Multi-Protection Anti-Oxidant 24H Moisturizer SPF15 30ml,2021-10-31,3834.01,46
Leonor Rodrigues,Netherlands,Kiehl's Rare Earth Deep Pore Cleansing Masque 15ml,2021-03-10,22662.19,191
Mariana Cruz,China,Paula's Choice BOOST 10% Niacinamide Booster 125ml,2023-02-26,1961.71,55
Sofia Mendes,United States,Olay Vitamin C + Peptide 24 Face Moisturizer 56.7g,2022-10-30,7888.96,74
Diogo Cardoso,Philippines,Pixi +C VIT Brightening Serum 200ml,2024-12-01,5123.09,112
João Nunes,Poland,Olay Total Effects 7-in-1 Moisturiser 30g,2021-11-12,2676.05,62
Francisco Almeida,Sweden,REN Clean Skincare Evercalm Global Protection Day Cream 250ml,2020-06-25,7933.17,95
Mariana Martins,Italy,COSRX Full Fit Propolis Light Cream 200ml,2024-09-21,50611.94,424
Inês Nunes,Argentina,La Roche-Posay Effaclar Mat Moisturiser 30ml,2024-08-27,7355.27,64
Margarida Silva,Germany,Tatcha The Clarifying Clay Mask 60ml,2024-04-24,6745.15,63
Beatriz Jesus,Canada,CeraVe AM Facial Moisturising Lotion SPF25 15ml,2022-03-07,5638.32,50
Carolina Silva,Italy,Kiehl's Ultra Facial Cream 125ml,2023-10-09,6323.17,62
Leonor Marques,Poland,CeraVe PM Facial Moisturising Lotion 100ml,2020-05-02,506.3,42
Martim Cardoso,India,Pixi Rose Ceramide Cream 150ml,2022-02-11,8064.98,171
Sara Mendes,Brazil,CeraVe Moisturising Cream 100ml,2022-01-15,7467.94,107
Matilde Cruz,France,Sunday Riley Tidal Brightening Enzyme Water Cream 30g,2024-04-02,5520.15,80
Guilherme Costa,Canada,La Roche-Posay Effaclar Mat Moisturiser 56.7g,2023-06-22,723.01,127
Carolina Jesus,Philippines,The Ordinary Hyaluronic Acid 2% + B5 56.7g,2022-12-24,1070.16,57
Laura Costa,Singapore,Paula's Choice SKIN PERFECTING 2% BHA Liquid Exfoliant 200ml,2023-04-22,1019.46,34
Beatriz Marques,Singapore,Bioderma Atoderm Intensive Baume 30ml,2022-03-03,2030.58,150
Beatriz Marques,France,Murad AHA/BHA Exfoliating Cleanser 200ml,2023-01-08,27556.29,286
Rafael Martins,Argentina,REN Clean Skincare Ready Steady Glow Daily AHA Tonic 15ml,2022-05-16,28958.09,468
Inês Cruz,Spain,CeraVe Eye Repair Cream 340g,2021-05-24,22806.16,370
Clara Cardoso,Argentina,Kiehl's Rare Earth Deep Pore Cleansing Masque 100ml,2023-07-29,1515.49,42
Clara Gomes,Indonesia,REN Clean Skincare Vita Mineral Active 7 Eye Gel 40ml,2022-10-01,10861.58,118
Maria Moreira,South Korea,Murad Cellular Hydration Barrier Repair Cream 50ml,2021-10-13,21912.68,251
Francisco Fernandes,Germany,Bioderma Pigmentbio C-Concentrate Brightening Serum 125ml,2023-08-02,1642.73,25
Sara Cruz,China,Avène XeraCalm A.D Lipid-Replenishing Cream 100ml,2020-10-10,1262.42,35
Martim Silva,Spain,Skinceuticals B5 Gel Hydrating Serum 56.7g,2023-02-03,4639.21,129
Sofia Gomes,Chile,Estée Lauder Perfectly Clean Multi-Action Foam Cleanser 50ml,2021-01-16,979.92,113
Miguel Marques,India,Neutrogena Bright Boost Gel Cream 125ml,2023-11-24,2361.38,28
Francisco Mendes,France,Pixi Glow Tonic 60ml,2021-03-14,4717.95,98
Rafael Neves,Argentina,COSRX Full Fit Propolis Light Cream 15ml,2020-11-15,1460.43,23
Rafael Gomes,Brazil,The Ordinary Buffet Multi-Technology Peptide Serum 30ml,2023-11-17,40613.12,376
Dinis Ferreira,Brazil,Sunday Riley Ice Ceramide Moisturizing Cream 15ml,2020-04-15,2036.83,17
Martim Pinto,Chile,Kiehl's Ultra Facial Cream 30ml,2022-04-22,1327.95,19
Beatriz Marques,Canada,Kiehl's Calendula Serum-Infused Water Cream 200ml,2024-12-04,3985.33,43
Clara Monteiro,Indonesia,CeraVe Skin Renewing Night Cream 50ml,2021-06-18,10158.54,88
Matilde Teixeira,France,First Aid Beauty Hello FAB Coconut Skin Smoothie Priming Moisturizer 56.7g,2024-05-14,11429.02,123
Francisco Jesus,Mexico,Skinceuticals Discoloration Defense Serum 250ml,2022-07-30,709.55,30
Afonso Oliveira,Italy,Skinceuticals B5 Gel Hydrating Serum 200ml,2023-06-07,13732.4,136
Carolina Jesus,Canada,Murad Rapid Resurgence Eye Lift 340g,2022-09-07,54761.05,556
Rodrigo Cruz,Spain,Paula's Choice CLINICAL 1% Retinol Treatment 150ml,2024-01-04,2199.11,41
Lucas Costa,China,La Roche-Posay Hyalu B5 Serum 250ml,2020-12-06,6485.3,62
Beatriz Jesus,Mexico,Pixi Vitamin-C Juice Cleanser 40ml,2021-11-07,15063.42,376
Gonçalo Ribeiro,Singapore,Tatcha The Water Cream 100ml,2021-05-06,5483.31,123
Leonor Martins,Japan,La Roche-Posay Retinol B3 Serum 30ml,2020-08-13,1867.14,21
Sara Mendes,Colombia,Tatcha The Eye Concentrate 75ml,2020-12-17,675.94,66
Leonor Marques,United Kingdom,First Aid Beauty Ultra Repair Firming Collagen Cream 20ml,2021-09-08,11041.57,117
Ana Moreira,United States,Kiehl's Calendula Serum-Infused Water Cream 200ml,2022-01-25,20499.34,299
Lucas Rodrigues,Brazil,Murad Rapid Resurgence Eye Lift 340g,2024-02-06,1500.89,16
Rodrigo Soares,Poland,Clinique Take The Day Off Cleansing Balm 40ml,2023-07-22,2027.11,20
Francisco Vieira,Indonesia,Clinique Even Better Clinical Radical Dark Spot Corrector 50ml,2023-05-30,17146.25,218
Clara Ferreira,Mexico,La Roche-Posay Toleriane Double Repair Moisturiser 200ml,2020-07-23,71.88,15
Gonçalo Almeida,Canada,REN Clean Skincare Ready Steady Glow Daily AHA Tonic 40ml,2023-04-26,4044.63,52
Afonso Pereira,United States,Drunk Elephant F-Balm Electrolyte Waterbalm 56.7g,2023-02-03,8732.53,105
Pedro Pereira,Philippines,Drunk Elephant T.L.C. Framboos Glycolic Night Serum 150ml,2021-09-22,5089.76,216
Lucas Costa,India,Skinceuticals Metacell Renewal B3 60ml,2022-06-11,2246.93,206
Afonso Pereira,United States,Avène XeraCalm A.D Lipid-Replenishing Cream 50ml,2021-08-28,11649.81,307
Afonso Sousa,Argentina,Avène Antirougeurs Jour Redness Relief Cream 125ml,2022-03-16,7840.89,94
Matilde Cruz,Poland,Kiehl's Rare Earth Deep Pore Cleansing Masque 20ml,2020-09-12,5473.27,49
Martim Rodrigues,Italy,Neutrogena Hydro Boost Eye Gel-Cream 15ml,2023-07-15,11960.83,128
João Nunes,Argentina,The Ordinary Natural Moisturising Factors + HA 100ml,2023-03-08,13088.53,145
Tomás Coelho,Philippines,COSRX Oil-Free Ultra-Moisturizing Lotion 56.7g,2022-03-01,33798.9,307
Laura Mendes,Sweden,Neutrogena Rapid Wrinkle Repair Retinol Cream 40ml,2023-08-21,26614.63,221
Clara Monteiro,India,Murad Vita-C Glycolic Brightening Serum 200ml,2022-12-04,10879.28,100
Francisco Mendes,Mexico,Bioderma Hydrabio Gel-Crème 60ml,2024-10-25,5646.87,66
Sara Fernandes,Poland,Murad Oil-Control Mattifier SPF45 40ml,2020-05-30,2883.85,117
Afonso Pereira,South Korea,Tatcha The Eye Concentrate 125ml,2024-05-08,6216.39,75
Afonso Neves,Netherlands,Avène Eau Thermale Spray 15ml,2020-01-17,5948.13,82
Sofia Jesus,China,Pixi Glow Tonic 40ml,2022-04-11,4170.02,43
Gonçalo Fernandes,France,Sunday Riley UFO Ultra-Clarifying Face Oil 250ml,2024-11-19,9763.92,509
Matilde Cruz,Philippines,Kiehl's Rare Earth Deep Pore Cleansing Masque 56.7g,2020-01-11,4555.78,69
Margarida Cardoso,Canada,Olay Retinol24 Night Moisturizer 200ml,2023-09-20,3321.98,59
Diogo Monteiro,Colombia,Kiehl's Calendula Serum-Infused Water Cream 15ml,2020-12-31,2927.17,30
Sara Almeida,United Kingdom,Kiehl's Midnight Recovery Concentrate 20ml,2020-10-25,1771.86,29
Joana Santos,Spain,Tatcha The Essence Plump Skin Softener 125ml,2022-11-20,2417.64,33
Leonor Rodrigues,Mexico,Avène Cicalfate+ Restorative Protective Cream 20ml,2020-04-24,13034.42,284
Leonor Rodrigues,Indonesia,Pixi Retinol Tonic 200ml,2020-09-06,794.94,20
Martim Silva,United States,Murad Hydro-Dynamic Ultimate Moisture 75ml,2024-02-08,4126.86,108
Rafael Gomes,Sweden,Olay Eyes Ultimate Eye Cream 200ml,2020-05-08,8716.75,124
Matilde Teixeira,Netherlands,Clinique Smart Night Custom-Repair Moisturiser 50ml,2022-10-30,7814.84,267
Sara Almeida,Thailand,Kiehl's Clearly Corrective Dark Spot Solution 40ml,2023-04-21,14278.99,143
Joana Costa,Brazil,First Aid Beauty Pure Skin Face Cleanser 15ml,2020-01-21,3287.7,89
Mariana Soares,Netherlands,Kiehl's Super Multi-Corrective Anti-Aging Face & Neck Cream 60ml,2020-06-03,2620.71,299
Afonso Monteiro,Italy,Pixi Rose Ceramide Cream 15ml,2020-02-09,8996.32,88
Laura Soares,Philippines,Skinceuticals C E Ferulic Serum 100ml,2022-09-30,525.51,101
Afonso Martins,Canada,Paula's Choice SKIN PERFECTING 2% BHA Liquid Exfoliant 250ml,2023-02-09,5750.74,121
Inês Martins,Canada,Pixi Skintreats Rose Caviar Eye Cream 100ml,2023-06-16,31111.15,295
Ana Nunes,Japan,Olay Luminous Whip Face Moisturiser 56.7g,2022-09-06,4029.43,107
Matilde Moreira,Singapore,The Ordinary Glycolic Acid 7% Toning Solution 20ml,2022-10-17,5361.39,45
Clara Mendes,China,Bioderma Hydrabio Gel-Crème 100ml,2023-11-21,988.55,218
Maria Correia,Canada,COSRX Balancium B5 Biome Comfort Cream 40ml,2022-11-13,19751.18,231
Carolina Jesus,Canada,Paula's Choice EARTH SOURCED Antioxidant-Enriched Natural Moisturizer 20ml,2020-06-11,1157.96,70
Catarina Monteiro,Poland,Pixi +C VIT Brightening Serum 50ml,2024-09-10,7091.71,230
João Nunes,Colombia,Sunday Riley Saturn Sulfur Acne Treatment Mask 100ml,2021-10-20,7490.24,132
Clara Gomes,Spain,CeraVe Renewing SA Cream 125ml,2022-02-22,13893.79,135
Diogo Cardoso,Germany,Avène Antirougeurs Jour Redness Relief Cream 15ml,2023-03-01,3053.76,68
Carolina Marques,Chile,Pixi Overnight Glow Serum 200ml,2021-03-24,13650.93,140
Tiago Gomes,Thailand,Kiehl's Rare Earth Deep Pore Cleansing Masque 50ml,2023-04-11,16720.06,145
Martim Silva,Netherlands,Drunk Elephant A-Passioni Retinol Cream 15ml,2021-03-13,7507.16,79
João Cardoso,Colombia,La Roche-Posay Lipikar Balm AP+ 20ml,2021-08-18,9763.62,99
Mariana Mendes,Germany,Olay Eyes Ultimate Eye Cream 40ml,2021-05-09,15820.5,142
Margarida Cardoso,South Korea,Pixi Rose Ceramide Cream 200ml,2020-03-02,1979.49,64
Diogo Costa,United States,The Ordinary AHA 30% + BHA 2% Peeling Solution 200ml,2021-02-09,2140.65,23
Francisco Mendes,Thailand,CeraVe Hydrating Cleanser 150ml,2021-10-15,2583.36,23
Tiago Cardoso,Canada,Drunk Elephant Virgin Marula Luxury Face Oil 30g,2024-04-16,8068.11,79
Sofia Martins,Brazil,Kiehl's Clearly Corrective Dark Spot Solution 200ml,2023-09-12,7761.13,397
Ana Ferreira,Indonesia,Sunday Riley UFO Ultra-Clarifying Face Oil 56.7g,2020-08-05,1828.07,84
Catarina Jesus,France,First Aid Beauty Eye Duty Triple Remedy AM Gel Cream 50ml,2021-11-14,6580.9,150
Leonor Marques,Poland,Neutrogena Rapid Wrinkle Repair Retinol Cream 30g,2023-04-03,9153.98,298
Rodrigo Teixeira,Netherlands,Sunday Riley Auto Correct Brightening and Depuffing Eye Contour Cream 30ml,2022-07-24,396.97,31
Afonso Neves,China,First Aid Beauty Ultra Repair Cream 250ml,2020-07-31,4478.61,65
Clara Ferreira,Canada,Skinceuticals A.G.E. Eye Complex 30g,2020-12-10,10066.76,140
Rodrigo Moreira,Colombia,Clinique Dramatically Different Moisturising Lotion+ 200ml,2024-09-23,18798.56,202
Laura Fernandes,India,Skinceuticals Triple Lipid Restore 2:4:2 50ml,2023-05-28,11440.1,151
Francisco Almeida,China,Kiehl's Ultra Facial Cream 150ml,2020-06-08,4821.25,93
Tomás Rodrigues,Japan,Estée Lauder Advanced Night Repair Serum 40ml,2021-01-30,847.87,122
Joana Costa,Indonesia,Sunday Riley UFO Ultra-Clarifying Face Oil 56.7g,2021-09-26,13661.17,126
Francisco Almeida,Brazil,Tatcha The Clarifying Clay Mask 250ml,2022-05-25,36479.31,378
Francisco Fernandes,Japan,Tatcha The Indigo Overnight Repair Treatment 30ml,2024-12-05,6528.63,110
Diogo Cardoso,Italy,Olay Super Serum 5-in-1 200ml,2020-09-09,3463.71,68
Joana Santos,Netherlands,Clinique Smart Night Custom-Repair Moisturiser 200ml,2024-09-18,6844.15,119
Afonso Pereira,Spain,CeraVe Hydrating Cleanser 60ml,2023-07-16,1083.68,78
Miguel Rocha,Japan,La Roche-Posay Effaclar Mat Moisturiser 125ml,2020-04-12,1236.79,11
Sara Fernandes,United States,Sunday Riley Tidal Brightening Enzyme Water Cream 100ml,2024-04-08,235.38,11
Maria Correia,Thailand,Avène Hydrance Rich Rehydrating Cream 60ml,2022-06-07,942.07,13
Rafael Pereira,Canada,Kiehl's Midnight Recovery Concentrate 30ml,2022-06-22,5289.16,238
Tomás Coelho,Canada,Skinceuticals B5 Gel Hydrating Serum 60ml,2024-11-19,447.75,149
Diogo Rodrigues,Sweden,Neutrogena Oil-Free Acne Wash 125ml,2021-03-03,11201.29,134
Sara Mendes,Brazil,CeraVe Eye Repair Cream 20ml,2021-03-15,26967.76,265
Catarina Jesus,Spain,Neutrogena Norwegian Formula Face Cream 340g,2020-05-09,2066.55,39
Catarina Martins,Japan,Skinceuticals A.G.E. Eye Complex 40ml,2020-02-02,6256.72,202
Sara Cruz,Argentina,Drunk Elephant A-Passioni Retinol Cream 125ml,2020-02-07,40626.55,398
Clara Mendes,Argentina,Sunday Riley Tidal Brightening Enzyme Water Cream 60ml,2022-04-04,10911.25,128
Catarina Martins,Spain,Skinceuticals Phyto Corrective Gel 30g,2021-08-26,12096.43,131
João Mendes,United States,Olay Eyes Ultimate Eye Cream 75ml,2023-11-10,19374.56,530
Catarina Martins,Mexico,Tatcha The Essence Plump Skin Softener 250ml,2022-05-03,12981.42,124
Laura Carvalho,Indonesia,Neutrogena Norwegian Formula Face Cream 125ml,2021-09-20,604.45,36
Leonor Rodrigues,Canada,Bioderma Cicabio Arnica+ Repairing Cream 30g,2024-03-17,12407.15,148
Sara Fernandes,Colombia,Tatcha The Water Cream 150ml,2023-05-13,4590.37,114
João Cardoso,China,Murad Brightening Booster 30g,2023-09-03,1656.56,50
Inês Ferreira,Japan,La Roche-Posay Retinol B3 Serum 150ml,2022-07-27,9324.06,119
Martim Marques,Argentina,Estée Lauder Resilience Lift Firming & Sculpting Eye Cream 75ml,2020-02-18,1125.47,15
Matilde Moreira,Netherlands,First Aid Beauty KP Bump Eraser Body Scrub 340g,2021-01-16,10676.95,104
Joana Teixeira,Italy,Olay Eyes Ultimate Eye Cream 340g,2022-10-11,5990.88,52
João Nunes,Spain,Avène Antirougeurs Jour Redness Relief Cream 60ml,2022-05-28,769.43,15
Tomás Ribeiro,United Kingdom,Tatcha The Dewy Skin Cream 340g,2022-03-14,11641.86,107
Maria Coelho,Canada,Avène Cleanance Expert Emulsion 150ml,2021-05-22,6644.79,87
Mariana Soares,Germany,Neutrogena Bright Boost Gel Cream 100ml,2023-05-10,12515.81,139
Rafael Pereira,India,Olay Total Effects 7-in-1 Moisturiser 60ml,2022-11-13,22355.55,415
Leonor Jesus,Netherlands,Bioderma Nodé Detox Shampoo 40ml,2022-07-18,4307.96,56
Ana Ferreira,Argentina,Pixi +C VIT Brightening Serum 125ml,2023-11-27,4031.92,75
Mariana Teixeira,Indonesia,Neutrogena Norwegian Formula Face Cream 60ml,2020-07-25,1972.81,65
Martim Ferreira,France,Bioderma Sensibio H2O Micellar Water 200ml,2021-01-02,7109.51,73
Afonso Jesus,Colombia,Sunday Riley Tidal Brightening Enzyme Water Cream 15ml,2021-07-10,8437.25,80
Diogo Martins,China,COSRX Balancium B5 Biome Comfort Cream 340g,2021-11-14,25515.02,416
Inês Ferreira,Mexico,The Ordinary Buffet Multi-Technology Peptide Serum 60ml,2021-09-24,6087.68,359
Afonso Oliveira,Mexico,Pixi Skintreats Rose Caviar Eye Cream 250ml,2020-02-10,184.74,41
Martim Rodrigues,Chile,Tatcha The Indigo Overnight Repair Treatment 200ml,2023-09-01,6848.48,94
João Martins,Japan,COSRX Oil-Free Ultra-Moisturizing Lotion 250ml,2023-12-29,1870.17,36
Rodrigo Pinto,China,Skinceuticals Triple Lipid Restore 2:4:2 20ml,2020-05-16,4547.81,198
Mariana Cruz,Japan,Drunk Elephant F-Balm Electrolyte Waterbalm 340g,2023-04-21,2238.4,108
Carolina Marques,United Kingdom,Paula's Choice BOOST 10% Niacinamide Booster 200ml,2022-07-29,17361.26,246
Gonçalo Rodrigues,Indonesia,Kiehl's Calendula Serum-Infused Water Cream 125ml,2021-03-14,5983.66,268
Martim Marques,Italy,The Ordinary Retinol 0.5% in Squalane 250ml,2024-05-11,13238.89,126
Rafael Gomes,Colombia,COSRX Advanced Snail 92 All in One Cream 150ml,2022-09-16,9997.65,172
Afonso Monteiro,Germany,Skinceuticals Metacell Renewal B3 250ml,2022-01-13,8601.55,105
Afonso Martins,Poland,Clinique Dramatically Different Moisturising Lotion+ 100ml,2023-07-23,1562.08,80
Sara Almeida,Sweden,Skinceuticals Physical Fusion UV Defense SPF 50 60ml,2021-03-27,14205.78,369
Tomás Martins,Germany,CeraVe AM Facial Moisturising Lotion SPF25 20ml,2023-05-10,2626.74,27
Francisco Mendes,Japan,Tatcha The Dewy Skin Cream 60ml,2023-01-09,3008.5,39
Carolina Coelho,Sweden,COSRX Full Fit Propolis Light Cream 125ml,2024-12-11,2589.06,38
Leonor Pinto,Netherlands,COSRX Ultimate Moisturizing Honey Overnight Mask 150ml,2022-07-20,790.37,20
Carolina Coelho,Germany,Clinique Take The Day Off Cleansing Balm 15ml,2020-08-11,5804.64,65
Inês Cardoso,Germany,COSRX AC Collection Lightweight Soothing Moisturizer 200ml,2020-09-21,6658.13,164
Maria Fernandes,Canada,The Ordinary Glycolic Acid 7% Toning Solution 125ml,2021-10-29,9925.42,96
